1339039405 480696 0 0 0 0 0
1339075159 482119 0 0 0 0 0
1339081994 485396 0 0 0 0 0
1339330249 485602 0 0 0 0 0
1339330420 485606 0 0 0 0 0
1339330473 485740 0 0 0 0 0
1340307244 485740 0 0 0 0 0
1340307345 999483 0 0 0 0 0
1340309629 999485 0 0 0 0 0
1340312593 999485 0 0 4 0 0
1340314330 999485 0 0 4 0 0
1340333294 999490 0 0 4 0 0
1340333354 999495 0 0 4 0 0
1340333534 999501 0 0 4 0 0
1340333557 999502 0 0 4 0 0
1340333584 999504 0 0 4 0 0
1340333611 999504 0 0 4 0 0
1340334259 999504 0 0 5 0 0
1340334296 999504 0 0 5 0 0
1340334354 999504 0 0 5 0 0
1340334396 1000177 0 0 5 0 0
1340334411 1000177 0 0 5 0 0
1340334512 1000177 0 0 6 0 0
1340334561 1000177 0 0 6 0 0
1340335285 1000565 0 0 6 0 0
1340335655 1003578 0 0 6 0 0
1340336569 1003603 0 0 6 0 0
1340336592 1003635 0 0 6 0 0
1340336629 1003635 0 0 6 0 0
1340336713 1003635 0 0 6 0 0
1340338090 1003635 1 0 6 0 0
1340373825 1003635 3 0 6 0 0
1340380361 1003635 4 0 6 0 0
1340381561 1003636 4 0 6 0 0
1340381574 1003636 5 0 6 0 0
1340381620 1003648 5 0 6 0 0
1340381721 1003659 5 0 6 0 0
1340381958 1003659 5 0 6 0 0
1340482015 1003692 5 0 6 0 0
1340482445 1003694 5 0 6 0 0
1340483772 1003704 5 0 6 0 0
1340483861 1003717 5 0 6 0 0
1340580359 1003717 5 516 6 0 0
1340580388 1003717 5 534 6 0 0
1340580424 1003717 5 541 6 0 0
1340580476 1003717 5 904 6 0 0
1340580509 1003717 5 910 6 0 0
1340581614 1003717 5 927 6 0 0
1340581646 1003717 5 928 6 0 0
1340581682 1003717 5 933 6 0 0
1340587914 1003717 5 987 6 0 0
1340590367 1003717 5 1059 6 0 0
1340593878 1003717 5 1064 6 0 0
1340596281 1003717 5 1065 6 0 0
1340599197 1003717 21 1065 6 0 0
1340599621 1003717 24 1065 6 0 0
1340599641 1003717 26 1065 6 0 0
1340599716 1003717 29 1065 6 0 0
1340601673 1003717 29 1101 6 0 0
1340601703 1003717 29 1180 6 0 0
1340601756 1003717 29 1371 6 0 0
1340601776 1003717 29 1371 6 0 0
1340601898 1003717 29 1372 6 0 0
1340602189 1003717 29 1374 6 0 0
1340602835 1003717 29 1380 6 0 0
1340603205 1003717 31 1380 6 0 0
1340603291 1003717 31 1380 6 0 0
1340604335 1003717 31 1380 7 0 0
1340604393 1003717 31 1380 8 0 0
1340604670 1003717 31 1380 9 0 0
1340604990 1003717 34 1380 9 0 0
1340629925 1003717 34 1384 9 0 0
1340630609 1003721 34 1384 9 0 0
1340630644 1003722 34 1384 9 0 0
1340630881 1003851 34 1384 9 0 0
1340630920 1003895 34 1384 9 0 0
1340631126 1060642 34 1384 9 0 0
1340631710 1060642 34 1384 9 0 0
1340638706 1060642 34 1389 9 0 0
1340641009 1060642 34 1515 9 0 0
1340652651 1060642 42 1515 9 0 0
1340654037 1060642 46 1515 9 0 0
1340654391 1060642 47 1515 9 0 0
1340657475 1060642 47 1516 9 0 0
1340661689 1060642 48 1516 9 0 0
1340680934 1060642 52 1516 9 0 0
1340681198 1060642 52 1516 22 0 0
1340682547 1060642 52 1516 3541 0 0
1340683615 1060642 52 1516 3542 0 0
1340686304 1060642 54 1516 3542 0 0
1340687014 1060642 54 1516 3561 0 0
1340687489 1060642 54 1516 3561 0 0
1340691677 1060642 69 1516 3561 0 0
1340693627 1060642 69 1516 3561 0 0
1340693869 1060642 70 1516 3561 0 0
1340694075 1060642 70 1516 3561 0 0
1340694100 1060642 70 1516 3561 0 0
1340696346 1060642 71 1516 3561 0 0
1340725392 1060642 71 1516 3845 0 0
1340725544 1060642 74 1516 3845 0 0
1340725687 1060642 74 1516 3845 0 0
1340728011 1060642 74 1516 3849 0 0
1340728039 1060642 74 1516 3849 0 0
1340728501 1060760 74 1516 3849 0 0
1340728527 1060760 74 1516 3849 0 0
1340729284 1060760 76 1516 3849 0 0
1340729333 1060760 76 1516 3849 0 0
1340735601 1060760 78 1516 3849 0 0
1340736010 1060760 79 1516 3849 0 0
1340746911 1060760 79 1516 4094 0 0
1340752466 1060760 79 1516 4196 0 0
1340753496 1060760 79 1516 4202 0 0
1340756760 1060760 94 1516 4202 0 0
1340756824 1060760 94 1516 4202 0 0
1340758608 1060760 94 1516 4427 0 0
1340758914 1060760 94 1516 4428 0 0
1340759955 1060760 94 1516 4437 0 0
1340761594 1060760 100 1516 4437 0 0
1340761826 1060760 100 1516 4438 0 0
1340761944 1060760 100 1516 4438 0 0
1340762121 1060760 100 1516 4441 0 0
1340763814 1060760 100 1516 4444 0 0
1340766391 1060760 100 1516 4449 0 0
1340766892 1060760 104 1516 4449 0 0
1340767290 1060760 104 1516 4449 0 0
1340769444 1060760 107 1516 4449 0 0
1340805880 1060782 107 1516 4449 0 0
1340806989 1060782 107 1516 4449 0 0
1340820552 1060782 107 1516 4521 0 0
1340824118 1060782 107 1516 4524 0 0
1340828587 1060782 108 1516 4524 0 0
1340836613 1060859 108 1516 4524 0 0
1340836628 1060859 108 1516 4524 0 0
1340840161 1060884 108 1516 4524 0 0
1340840521 1060888 108 1516 4524 0 0
1340844402 1060891 108 1516 4524 0 0
1340853836 1060892 108 1516 4524 0 0
1340857323 1060892 111 1516 4524 0 0
1340906155 1060892 111 1516 4526 0 0
1340915325 1060892 112 1516 4526 0 0
1340917596 1060892 115 1516 4526 0 0
1340917631 1060892 115 1516 4526 0 0
1340918632 1060892 115 1516 4526 0 0
1340919118 1060892 117 1516 4526 0 0
1340919145 1060892 153 1516 4526 0 0
1340919770 1060892 157 1516 4526 0 0
1340922169 1061015 157 1516 4526 0 0
1340922183 1061015 157 1516 4526 0 0
1340922909 1061015 157 1516 4532 0 0
1340922981 1061015 157 1516 4532 0 0
1340923150 1061015 188 1516 4532 0 0
1340923170 1061015 188 1516 4532 0 0
1340924495 1061015 188 1516 4534 0 0
1340924540 1061015 188 1516 4534 0 0
1340924586 1061015 188 1516 4534 0 0
1340924719 1061375 188 1516 4534 0 0
1340924789 1061375 205 1516 4534 0 0
1340924813 1061375 205 1516 4534 0 0
1340926598 1061686 205 1516 4534 0 0
1340926645 1061686 205 1516 4534 0 0
1340926770 1061686 205 1516 4551 0 0
1340926821 1061686 205 1516 4551 0 0
1340927089 1061686 330 1516 4551 0 0
1340927123 1061686 330 1516 4551 0 0
1340928207 1061687 330 1516 4551 0 0
1340928217 1061687 330 1516 4551 0 0
1340928272 1061687 343 1516 4551 0 0
1340928310 1061687 343 1516 4551 0 0
1340931038 1061739 343 1516 4551 0 0
1340940675 1061739 357 1516 4551 0 0
1340940703 1061739 357 1516 4551 0 0
1340941072 1061739 358 1516 4551 0 0
1340941692 1061739 361 1516 4551 0 0
1340942211 1061739 362 1516 4551 0 0
1340942482 1061739 364 1516 4551 0 0
1340980074 1061739 369 1516 4551 0 0
1340980398 1061739 372 1516 4551 0 0
1340989414 1061770 372 1516 4551 0 0
1340991001 1061803 372 1516 4551 0 0
1340991058 1061804 372 1516 4551 0 0
1340993790 1061852 372 1516 4551 0 0
1340995169 1061902 372 1516 4551 0 0
1340996813 1061903 372 1516 4551 0 0
1340998110 1061903 372 1516 4553 0 0
1340998667 1061928 372 1516 4553 0 0
1340998695 1061928 372 1516 4553 0 0
1341005168 1061956 372 1516 4553 0 0
1341006032 1061957 372 1516 4553 0 0
1341008599 1061964 372 1516 4553 0 0
1341018494 1061975 372 1516 4553 0 0
1341022429 1061978 372 1516 4553 0 0
1341163932 1061985 372 1516 4553 0 0
1341232201 1062023 372 1516 4553 0 0
1341232241 1062024 372 1516 4553 0 0
1341243140 1062055 372 1516 4553 0 0
1341243198 1062055 372 1516 4560 0 0
1341245035 1062055 372 1516 4560 0 0
1341256194 1062055 372 1516 4560 0 0
1341256223 1062082 372 1516 4560 0 0
1341256642 1062089 372 1516 4560 0 0
1341266780 1062089 372 1516 4560 0 0
1341266849 1062141 372 1516 4560 0 0
1341266900 1062144 372 1516 4560 0 0
1341271480 1062149 372 1516 4560 0 0
1341272875 1062153 372 1516 4560 0 0
1341274116 1062153 372 1516 4560 0 0
1341312283 1062161 372 1516 4560 0 0
1341314096 1062163 372 1516 4560 0 0
1341315691 1062177 372 1516 4560 0 0
1341344396 1062177 434 1516 4560 0 0
1341345780 1062177 439 1516 4560 0 0
1341347589 1062177 446 1516 4560 0 0
1341348440 1062177 449 1516 4560 0 0
1341349138 1062177 451 1516 4560 0 0
1341598610 1062177 451 1516 4560 0 1
1341598910 1062180 451 1516 4560 0 1
1341598982 1062180 451 1516 4560 0 1
1341601280 1062188 451 1516 4560 0 1
1341601331 1062188 451 1516 4560 0 2
1341601500 1062188 451 1516 4560 0 2
1341602393 1062216 451 1516 4560 0 2
1341603155 1062218 451 1516 4560 0 2
1341603284 1062223 451 1516 4560 0 2
1341603289 1062223 451 1516 4560 0 2
1341837080 1062227 451 1516 4560 0 2
1341837153 1062322 451 1516 4560 0 2
1341837207 1062324 451 1516 4560 0 2
1341837242 1062328 451 1516 4560 0 2
1341840040 1062357 451 1516 4560 0 2
1341855057 1062396 451 1516 4560 0 2
1341856335 1062397 451 1516 4560 0 2
1341972222 1062399 451 1516 4560 0 2
1341972271 1078500 451 1516 4560 0 2
1341974232 1078500 451 1516 4560 0 2
1342054413 1078500 451 1591 4560 0 2
1342232639 1078500 451 1591 4560 0 2
1342232809 1078500 451 1608 4560 0 2
1342232847 1078500 451 1637 4560 0 2
1342327248 1078500 451 1641 4560 0 2
1342327300 1078500 451 1649 4560 0 2
1342327360 1078500 451 1711 4560 0 2
1342408712 1078500 451 1716 4560 0 2
1342658231 1078500 451 1733 4560 0 2
1342661319 1078500 451 1803 4560 0 2
1342667377 1078500 451 1847 4560 0 2
1342672765 1078500 451 1847 4561 0 2
1342702633 1078501 451 1847 4561 0 2
1342702645 1078501 451 1847 4561 0 2
1342719520 1078501 451 1847 4561 0 2
1342723307 1078525 451 1847 4561 0 2
1342796290 1078529 451 1847 4561 0 2
1342838378 1078529 451 1862 4561 0 2
1342840465 1078529 451 1893 4561 0 2
1343012488 1078529 451 1959 4561 0 2
1343012512 1078529 451 1963 4561 0 2
1343012561 1078529 451 1980 4561 0 2
1343105991 1078529 451 2095 4561 0 2
1343106078 1078529 451 2136 4561 0 2
1343106119 1078529 451 2150 4561 0 2
